titolare	domanda_id	database
DEDENUS ROBERT NAPIER DEDENUS BERENICE ISABELLE SMITH DAVID VIVIAN SMITH JENNIFER MARY C/O WISHART QUEENSLAND AUSTRALIA	58	itapat_1978_3
STRADELLA GIUSEPPE, STRADELLA UMBERTO, DANIELE GIULIANO E GATTI FERNANDO AD AVENGO, GENOVA	5527	itapat_1970_1
STRADELLA GIUSEPPE, STRADELLA UMBERTO, DANIELE GIULIANO E GATTI FERNANDO A AVEGNO, GENOVA	6792	itapat_1970_2
STRADELLA GIUSEPPE, STRADELLA UMBERTO, DANIELE GIULIANO E GATTI FERNANDO AD AVEGNO, GENOVA	461	itapat_1974_2
STRADELLA GIUSEPPE, GATTI FERNANDO DANIELE GIULIANO, E STRADELLA UMBERTO AD AVEGNO, GENOVA	4691	itapat_1971_4
STRADELLA GIUSEPPE, STRADELLA UMBERTO, DANIELE GIULIANO E GATTI FERNANDO AD AVEGNO, GENOVA	2709	itapat_1972_1
A AVELLINO TORRE CLAUDIO	904	itapat_1981_3
TORRE CLAUDIO AD AVELLINO	1667	itapat_1974_2
RUSSO SERGIO	492	itapat_1990_169
ROSSI ANTONIO ERCOLE	433	itapat_1990_96
MANZONI ALESSANDRO	97	itapat_1990_184
ROMANO MARIO AD AVERSA CASERTA	4439	itapat_1968_3
ROSSI ANTONIO ERCOLE	833	itapat_1990_84
ROSSI ANTONIO ERCOLE	88	itapat_1990_78
ROMANO MARIO AD AVERSA NAPOLI	4393	itapat_1968_4
ROSSI ANTONIO ERCOLE	148	itapat_1990_66
ROSSI ANTONIO ERCOLE	910	itapat_1990_16
GIULIANI GIUSEPPE A AVEZZANO, L'AQUILA	3523	itapat_1983_3
BIANCHI LUIGI MARIA AD AVEZZANO	7265	itapat_1973_2
SALVATORE CLAUDIO MARCO	632	itapat_1990_169
SACCHETTO GIOVANNI A AVEZZANO L AQUILA	2742	itapat_1972_3
GIULIANI GIUSEPPE A AVEZZANO, L'AQUILA	3524	itapat_1983_3
GIORDANO SERGIO	820	itapat_1990_70
CACCHI GABRIELLA	243	itapat_1990_66
ROCCALBERTI ALBERTO AD AZZANO DECIMO,PORDENONE	2973	itapat_1978_1
AMBROSIO GIULIANO BARBIERI GIORGIO A DOMODOSSOLA, NOVARA E PALMA CARLO A BACENO NOVARA A BACENO, NOVARA DOMODOSSOLA, NOVARA	7043	itapat_1969_1
MASI PAOLO	618	itapat_1990_15
GHIRARDELLI IMPIANTI S.N.C. DI GHIRARDELLI GIORGIO & C.	629	itapat_1990_105
SALA CARLO A BAGNATICA BERGAMO	6242	itapat_1970_3
SALA CARLO A BAGNATICA BERGAMO	3156	itapat_1974_1
BENVENUTI GIORGIO A BAGNO A RIPOLI FIRENZE E CONTI LUIGI A FIRENZE	2062	itapat_1971_4
BENVENUTI GIORGIO A BAGNO A RIPOLI FIRENZE E CONTI LUIGI A FIRENZE	2064	itapat_1971_4
CIANFANELLI MARCO LAPUCCI ALBERTO SORDI CESARE A BAGNO A RIPOLI FIRENZE	1579	itapat_1986_3
DUBINI SILVANO A BAGNO A RIPOLI,FIRENZE	1071	itapat_1983_2
CASAMONTI ROBERTO A BAGNO A RIPOLI FIRENZE RAVAGLIA PIETRO A RIOLO TERME RAVENNA	4750	itapat_1980_3
BENVENUTI GIORGIO A BAGNO A RIPOLI FIRENZE E CONTI LUIGI A FIRENZE	7681	itapat_1973_3
BENVENUTI GIORGIO A BAGNO A RIPOLI FIRENZE E CONTI LUIGI A FIRENZE	2063	itapat_1971_4
GUERRA VALENTINO BAGNO A RIPOLI DI GRASSINA FIRENZE	750	itapat_1975_3
RELLI ALESSANDRO A PONTE A EMA FIRENZE	2571	itapat_1978_1
MONTANARI S.N.C. DI MONTANARI GIUSEPPE & C.	393	itapat_1990_106
DITTA UNIVERSAL STAMPI DI BOSELLI GIOVANNI E BONETTA FAUSTINO A BAGNOLO MELLA BRESCIA	6635	itapat_1970_1
GREGORI MAURIZIO	750	itapat_1990_22
NEGRI MARCO	933	itapat_1990_25
CATALDO MICHELE FRANCESCO ANTONIO	863	itapat_1990_155
CATALDO MICHELE FRANCESCO ANTONIO	864	itapat_1990_155
ROCCA PAOLO	224	itapat_1990_77
RICCARDO SPASCIANI S.P.A. A BARANZATE DI BOLLATE MILANO	258	itapat_1975_1
RICCARDO SPASCIANI S.P.A. A BARANZATE DI BOLLATE MILANO	1128	itapat_1968_1
RICCARDO SPASCIANI S.P.A. A BARANZATE DI BOLLATE MILANO	2674	itapat_1973_1
BERTE GIOVANNI BRUNO A BARANZATE DI BOLLATE MILANO	1620	itapat_1971_4
RICCARDO SPASCIANI S.P.A. A BARANZATE DI BOLLATE MILANO	4320	itapat_1972_3
MARINO ANTONIO	356	itapat_1990_50
VACCARO ADRIANO DE GRANDI SANDRO A BARBARANO VICENTINO VICENZA DE GRANDI SANDRO	3373	itapat_1976_2
GROSSI GIANCARLO	878	itapat_1990_91
CIONI PAOLO	878	itapat_1990_91
GIORGIANNI ROSA	592	itapat_1990_55
LIPAROTA FABRIZIO	600	itapat_1990_64
MAGGIOLINI PAOLO	778	itapat_1990_113
CISLAGHI CARLO A BAREGGIO MILANO	3207	itapat_1976_3
IPPOLITO FERNANDO	319	itapat_1990_165
ROMANO ANTONIO	55	itapat_1990_186
ROMANO ANTONIO	997	itapat_1990_176
BERGAMINI GIORGIO	675	itapat_1990_134
BERGAMINI GIORGIO	478	itapat_1990_73
ROMANO ANTONIO	809	itapat_1990_158
LOPORCARO GIUSEPPE ALTAMURA BARI	1201	itapat_1976_1
BERGAMINI GIORGIO A BARI	4646	itapat_1976_1
ROMANO ANTONIO	650	itapat_1990_96
PERRONE ROBERTO	771	itapat_1990_152
CAPORIZZI GIUSEPPE	512	itapat_1990_146
CIEMMEBI S.N.C. DI BICOCCHI RENATO E MAZZA CESARE A BARICELLA BOLOGNA	3007	itapat_1983_2
ROMANO ANTONIO	924	itapat_1990_104
ROMANO ANTONIO	769	itapat_1990_145
MARTINO LUIGI A BARI	8851	itapat_1974_2
ROMANO ANTONIO A BARI TRAV.170/B JAPIGLIA,22	3452	itapat_1976_3
RICCI MARCO A BARI	834	itapat_1987_1
DIMAURO GIUSEPPE	798	itapat_1990_60
CAPORIZZI GIUSEPPE	513	itapat_1990_146
BRUNO FRANCESCO	699	itapat_1990_99
BERGAMINI GIORGIO A BARI	4647	itapat_1976_1
ESPOSITO PIETRO	321	itapat_1990_59
CAPORIZZI GIUSEPPE	293	itapat_1990_144
ROMANO ANTONIO	746	itapat_1990_79
BERGAMINI GIORGIO	507	itapat_1990_89
BERGAMINI GIORGIO	447	itapat_1990_80
MARTINO LUIGI A BARI	8850	itapat_1974_2
DE ROSSI FRANCESCO	940	itapat_1990_26
ROMANO ANTONIO	580	itapat_1990_107
BERGAMINI GIORGIO	446	itapat_1990_80
ROMANO ANTONIO	853	itapat_1990_148
ROMANO ANTONIO	207	itapat_1990_150
ROMANO ANTONIO	852	itapat_1990_148
ROSSI MICHELE GARGANO MICHELE FRAGALE CARLO A BARI	876	itapat_1979_1
ROMANO ANTONIO	946	itapat_1990_186
BERGAMINI GIORGIO	31	itapat_1990_91
BERGAMINI GIORGIO	788	itapat_1990_180
BERGAMINI GIORGIO A BARI	222	itapat_1985_3
GIANNINI MICHELE A BARLETTA BARI	6723	itapat_1969_2
GIANNINI MICHELE	670	itapat_1990_120
GIANNINI MICHELE	418	itapat_1990_37
GIANNINI MICHELE	113	itapat_1990_30
GIANNINI MICHELE A BARLETTA BARI	403	itapat_1975_3
GIANNINI MICHELE	112	itapat_1990_30
GIANNINI MICHELE	545	itapat_1990_24
GIANNINI MICHELE A BARLETTA BARI	7152	itapat_1968_3
GIANNINI MICHELE A BARLETTA BARI	4186	itapat_1969_1
FUMAGALLI DANIELE LORENZO	787	itapat_1990_156
BERETTA ACHILLE A BARZAGO COMO CRIPPA GIOVANNI A CASATENOVO COMO	5739	itapat_1973_2
MAURI ALBERTO A BARZANO COMO	1267	itapat_1986_2
GOMARASCA GIORDANO	543	itapat_1990_80
PASCALE WALTER	41	itapat_1990_126
FUMERO ROBERTO	569	itapat_1990_64
GIORGI FRANCO	511	itapat_1990_84
O.M.V. S.N.C. DI VIVIAN EGIDIO & C.	178	itapat_1990_93
MONTEFUSCO RICCARDO	692	itapat_1990_187
MARCELLI GIUSEPPE A BASSANO ROMANO,VITERBO	1288	itapat_1985_3
MARCELLI GIUSEPPE A BASSANO ROMANO, LOC. VALLENZANO, VITERBO	72	itapat_1983_1
MARCELLI GIUSEPPE A BASSANO ROMANO VITERBO LOCALITA' VALLENZANO	3475	itapat_1981_2
MARCELLI GIUSEPPE A BASSANO ROMANO, VITERBO LOC. VALLENZANO	3446	itapat_1983_2
MARCELLI GIUSEPPE A BASSANO ROMANO, VITERBO LOC. VALLENZANO, VITERBO	2152	itapat_1983_1
MARCELLI GIUSEPPE A BASSANO ROMANO VITERBO BASSANO ROMANO, VITERBO	2902	itapat_1982_2
O.M.M.A.SNC DI PETTIROSSI ANTONIO LAMBERTO E C. A OSPEDALICCHIO DI BASTIA UMBRA PE RUGIA	1232	itapat_1986_3
TORNINOVA DI MENCARELLI MASSIMO	985	itapat_1990_97
BRANDOLI GIUSEPPE E CONTI GIUSEPPE A BASTIGLIA MODENA PEDRONI ITALO A MODENA	1194	itapat_1968_2
VINCENZI GIOVANNI FERRARI FRANCO A BASTIGLIA MODENA A MODENA MORANDI ERMANNO A MODENA	6619	itapat_1978_3
BETLAMINI DIEGO	502	itapat_1990_79
BETLAMINI DIEGO	99	itapat_1990_87
CORRADI LUCA	259	itapat_1990_131
PASTORELLI PAOLO A BAZZANO BOLOGNA	3043	itapat_1969_4
CORRADI LUCA	163	itapat_1990_116
BINI CHIESA ERNESTO	633	itapat_1990_95
BERTELLI GIANCARLO BEDIZZOLE (BRESCIA)	2270	itapat_1988_2
FACCHINETTI GIUSEPPE	917	itapat_1990_152
BRIZZI GIOVANNI A BEINASCO, TORINO	3709	itapat_1973_3
BRIZZI GIOVANNI A BEINASCO, TORINO	4723	itapat_1970_2
SINOPOLI GIUSEPPE	326	itapat_1990_6
BRIZZI GIOVANNI A BEINASCO, TORINO	5472	itapat_1969_3
BRIZZI GIOVANNI A BEINASCO, TORINO	5674	itapat_1968_4
BRIZZI GIOVANNI A BEINASCO, TORINO	6030	itapat_1968_3
BRIZZI GIOVANNI A BEINASCO..TORINO	4159	itapat_1975_3
PORTA LUCIANO PORTA ROBERTO E PORTA FIORENZO A BORGARETTO TORINO	7026	itapat_1977_3
COLOMBO MARIO A BEINASCO TORINO	613	itapat_1987_3
BRIZZI GIOVANNI A BEINASCO, TORINO	4722	itapat_1970_2
LIFEL DI TORTA FRANCO E C. S.A.S. A BEINASCO TORINO	5432	itapat_1977_2
ROVALLE GIOVANNI A BRUXELLES, BELGIO	1819	itapat_1975_1
BONIFACIO MARIO	192	itapat_1990_120
TORRI EMILIO A BELLAGIO COMO FUMAGALLI ENRICO A SEREGNO MILANO	734	itapat_1975_1
COLOMBO UMBERTO A BELLANO COMO WNEK EDGAR A SCHONBERG AUSTRIA	2144	itapat_1973_1
COLOMBO UMBERTO A BELLANO COMO WNEK EDGAR A EDGAR WNEK AUSTRIA	3647	itapat_1973_1
GHEZZI ALBERTO	421	itapat_1990_112
BIANCHI MASSIMO	84	itapat_1990_111
GIORDANO ANTONIO	217	itapat_1990_68
SPERANZA FRANCESCA	636	itapat_1990_195
GIORDANO ANTONIO	488	itapat_1990_78
A NUCETTO, CUNEO PASTORELLI FULVIO E BELLINO GIANCARLO	6638	itapat_1975_1
MACCARINI ETTORE	723	itapat_1990_52
BAROCHELLI GIOVANNA	613	itapat_1990_1
CAMPIONE VINCENZO	579	itapat_1990_106
CAMPIONE VINCENZO	580	itapat_1990_106
CAMPIONE VINCENZO	581	itapat_1990_106
CAMPIONE VINCENZO	236	itapat_1990_116
MARIN MARCELLO BELLUNO	6557	itapat_1978_3
CATTAROSSI GIOVANNI A BELLUNO	4977	itapat_1969_4
FONTANA BRUNO FERRUCCIO	656	itapat_1990_13
MARIN MARCELLO BELLUNO	2980	itapat_1976_3
CATTOROSSI GIOVANNI BELLUNO	5599	itapat_1977_2
MARIN MARCELLO CAVARZANO BELLUNO	1971	itapat_1976_3
FURLAN FRANCO REGALIA FRANCO VIGO DI CADORE BELLUNO	4140	itapat_1979_1
BARBIERI ARMANDO A BELLUNO	1267	itapat_1984_1
CATAROSSI GIOVANNI A BELLUNO	99	itapat_1977_2
CATTAROSSI GIOVANNI A BELLUNO	5421	itapat_1969_3
FONTANA BRUNO	995	itapat_1990_137
GHEDINI GIORGIO GHEDINI GIANCARLO CORTINA D'AMPEZZO BELLUNO	1557	itapat_1978_3
MARIN MARCELLO A BELLUNO	1495	itapat_1980_1
FONTANA BRUNO	224	itapat_1990_126
MARIN MARCELLO CAVARZANO BELLUNO	1649	itapat_1976_3
RONZANI GIORGIO FELTRE BELLUNO	1040	itapat_1981_1
PARIZZI GIOVANNI BELLUNO	4459	itapat_1981_3
ZANDEGIACOMO TODESCHINI GIOVANNI AURONZO DI CADORE BELLUNO	4103	itapat_1980_3
ROSSI LUCIANO A BELLUNO	2265	itapat_1984_2
RAPISARDA SANTO MARIO	658	itapat_1990_107
SPINA PIETRO	370	itapat_1990_49
SCALPELLI GIUSEPPE	311	itapat_1990_140
PETRINI GIUSEPPE	201	itapat_1990_43
RUSSO GIUSEPPE	19	itapat_1990_96
MAGRI ANGELO A BERCETO PARMA FRAZIONE CASASELVATICA	839	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4835	itapat_1980_2
CARRARA LUIGI VILLA DI SERIO BERGAMO	3188	itapat_1977_1
RAVASIO GIOVANNI A BERGAMO	2135	itapat_1972_4
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4811	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3804	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3840	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3948	itapat_1981_1
ESA SERVICE S.N.C. DI NOCI EGIDIO	75	itapat_1990_66
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3894	itapat_1981_1
GOTTI ROBERTO BERGAMO VENTURA MAURIZIO BENATE SOTTO	1378	itapat_1987_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3719	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3965	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3816	itapat_1981_1
CORALI BRUNO GORLAGO BERGAMO	5505	itapat_1977_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3930	itapat_1981_1
MUTI LUCIANO	982	itapat_1990_27
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3727	itapat_1981_1
LOCATELLI PIETRO PONTE S. PIETRO BERGAMO	3548	itapat_1977_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4815	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4200	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4801	itapat_1980_2
SALA GIUSEPPE CLUSONE BERGAMO	4765	itapat_1979_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3986	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3734	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3843	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4845	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3722	itapat_1981_1
LATTUADA SERGIO A BERGAMO	5085	itapat_1969_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	226	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4184	itapat_1980_1
CADONATI ANGELO BERGAMO	7375	itapat_1978_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3777	itapat_1981_1
CORALI BRUNO GORLAGO BERGAMO	2344	itapat_1987_2
CORALI BRUNO GORLAGO BERGAMO	3850	itapat_1981_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	220	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	575	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3761	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4810	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	567	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4225	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3742	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4337	itapat_1980_1
RAVASIO PIETRO ANGELO MONTELLO BERGAMO FUMAGALLI GIOVANNI GORLAGO BERGAMO	1274	itapat_1982_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4855	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4395	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4849	itapat_1980_2
CATTANEO MARIO E RAGAZZINI OSVALDO A BERGAMO	3906	itapat_1969_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3984	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4314	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4847	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4384	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3730	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3728	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4189	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4360	itapat_1980_1
COLOMBO LUIGI A BERGAMO	7276	itapat_1974_2
ERBA GIUSEPPE VIGANO' S. MARTINO BERGAMO	700	itapat_1988_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4836	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3893	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4841	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3892	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3856	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	572	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3932	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3760	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	576	itapat_1979_2
CADONATI ANGELO	285	itapat_1990_6
BAROSSI GIULIANO	541	itapat_1990_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3798	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	2047	itapat_1978_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4800	itapat_1980_2
CORALI BRUNO GORLAGO BERGAMO	848	itapat_1988_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3729	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3785	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3743	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	211	itapat_1981_1
NOCI EGIDIO	550	itapat_1990_179
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4823	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3721	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	2025	itapat_1978_2
CAVALLI MARIO A BERGAMO	1744	itapat_1972_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3740	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	2027	itapat_1978_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4814	itapat_1980_2
COMOTTI CARLO A BERGAMO	4197	itapat_1970_2
VITALI CARLO DALMINE BERGAMO	560	itapat_1988_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4222	itapat_1980_1
CORALI BRUNO GORLAGO BERGAMO	3205	itapat_1980_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	581	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3726	itapat_1981_1
FERRARI GIUSEPPE A BERGAMO	1589	itapat_1970_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3822	itapat_1981_1
ESPOSITO SALVATORE	529	itapat_1990_61
PERICO MARIO A BERGAMO	965	itapat_1968_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4852	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4340	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4002	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	580	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4837	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4783	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	2020	itapat_1978_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3773	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3860	itapat_1981_1
FRATTINI ROBERTO	706	itapat_1990_38
CORALI BRUNO GORLAGO BERGAMO	4177	itapat_1979_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	589	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3992	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	225	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3990	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3898	itapat_1981_1
CADONATI ANGELO BERGAMO	3088	itapat_1981_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	222	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	2045	itapat_1978_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	584	itapat_1979_2
GUERRA MARCO	990	itapat_1990_186
NOCI EGIDIO	227	itapat_1990_195
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3880	itapat_1981_1
RIZZI FRANCESCO MARTINENGO BERGAMO	3268	itapat_1988_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	224	itapat_1981_1
MUTI LUCIANO	173	itapat_1990_36
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3311	itapat_1979_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3859	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4204	itapat_1980_1
LATTUADA SERGIO A BERGAMO	114	itapat_1976_2
LONGHI GIUSEPPE A BERGAMO	538	itapat_1973_1
VIADA GIORGIO COSTA MEZZATE BERGAMO	2668	itapat_1980_1
CORALI BRUNO GORLAGO BERGAMO	7082	itapat_1977_1
PLASTIVER DI GIOVANNI E VITTORIO VIGANO' E C. S.A.S. CISERANO ZINGONIA BERGAMO	626	itapat_1988_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3776	itapat_1981_1
ROMAGNOLI MARCO	808	itapat_1990_149
RIVA GIUSEPPE BERGAMO	3752	itapat_1976_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	227	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3770	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	586	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3837	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3945	itapat_1981_1
CATTANEO MARIO A BERGAMO	179	itapat_1973_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4202	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3841	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4313	itapat_1980_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	229	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	583	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	2003	itapat_1978_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4829	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3976	itapat_1981_1
MUTI LUCIANO A BERGAMO	3665	itapat_1984_3
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	2004	itapat_1978_2
CADONATI ANGELO A BERGAMO	3898	itapat_1968_1
CARTIERE PAOLO PIGNA S.P.A. ALZANO LOMBARDO BERGAMO	2915	itapat_1976_3
VIGANO' VITTORIO ZINGONIA BERGAMO	3272	itapat_1978_1
CORALI BRUNO GORLAGO BERGAMO	4708	itapat_1977_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	569	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3896	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3983	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3731	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	2023	itapat_1978_2
NOCI EGIDIO	598	itapat_1990_182
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3724	itapat_1981_1
PAVESI WALTER	104	itapat_1990_34
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4799	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	565	itapat_1979_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4848	itapat_1980_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4001	itapat_1981_1
CORALI BRUNO GORLAGO BERGAMO	1574	itapat_1978_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3769	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3744	itapat_1981_1
MOTTA ENRICO CISANO BERGAMASCO BERGAMO	2609	itapat_1988_2
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	228	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3931	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	213	itapat_1981_1
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	3857	itapat_1981_1
FERRARI PAOLO	998	itapat_1990_155
CATTANEO PIERLUIGI CALUSCO D'ADDA BERGAMO	4341	itapat_1980_1
